Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"562.15208","Escherichia coli strain Ecol_AZ153",,562,"Complete","Ecol_AZ153",,,,"MLST.Escherichia_coli_1.131",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511160","GCF_002012245.1",,"CP019000,CP018998,CP018997,CP018996,CP018999","NZ_CP019000.1,NZ_CP018998.1,NZ_CP018997.1,NZ_CP018996.1,NZ_CP018999.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,4,5,5252746,50.9,5579,5544,,,,"2013","China","China: Beijing",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:AstraZeneca global surveillance study of antimicrobial resistance",99.9,98.4,100,,,"Good","2017-03-20T08:39:02.243Z","2017-03-20T08:39:02.243Z"
"562.15209","Escherichia coli strain Ecol_AZ161",,562,"Complete","Ecol_AZ161",,,,"MLST.Escherichia_coli_1.131",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511166","GCF_002012265.1",,"CP019012,CP019011,CP019009,CP019010","NZ_CP019012.1,NZ_CP019011.1,NZ_CP019009.1,NZ_CP019010.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,3,4,5173038,50.88,5424,5403,,,,"2013","United States","USA: Lafayette",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:AstraZeneca global surveillance study of antimicrobial resistance",99.9,98.6,100,,,"Good","2017-03-20T08:39:07.094Z","2017-03-20T08:39:07.094Z"
"562.15210","Escherichia coli strain Ecol_244",,562,"Complete","Ecol_244",,,,"MLST.Escherichia_coli_1.131",,,,"2017-03-03T00:00:00Z",,"PRJNA316786","SAMN05511157","GCF_002012305.1",,"CP019020,CP019019,CP019018,CP019016,CP019017","NZ_CP019020.1,NZ_CP019019.1,NZ_CP019018.1,NZ_CP019016.1,NZ_CP019017.1","University of Oxford",,"PacBio","XX","HGAP v. unspecified",1,4,5,5383061,50.43,5701,5592,,,,"2010","Argentina","Argentina: Buenos Aires",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenemase producing Escherichia coli are of clinical concern, commonly resistant to multiple antimicrobial classes as well as carbapenems. This project is focused on providing complete or near-complete genome sequences (chromosome + plasmids) for global E. coli isolates harbouring major carbapenemase genes.","collected_by:Merck Study for Monitoring of Antimicrobial Resistance Trends (SMART)",99.9,98.4,100,,,"Good","2017-03-20T08:39:26.049Z","2017-03-20T08:39:26.049Z"
"562.16428","Escherichia coli strain G199",,562,"Complete","G199",,,,"MLST.Escherichia_coli_1.131",,,,"2017-05-10T00:00:00Z","27390780","PRJNA307507","SAMN04381848",,,"CM007889,LSUP00000000",,"University of Minnesota",,"PacBio","100.0x","HGAP 3 (PacBio) v. SEPT-2015",1,4,5,5277911,50.62,5488,5204,,,,"2010","United States","USA: Seattle",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,"C",,,,,"Comparative sequencing of ExPEC ST131",,99.9,97.6,100,1.1,,"Good","2017-05-29T12:45:55.838Z","2017-05-29T12:45:55.838Z"
"562.16465","Escherichia coli strain Z1002",,562,"Complete","Z1002",,,,"MLST.Escherichia_coli_1.405",,,,"2017-05-16T00:00:00Z","27506685","PRJNA386069","SAMN06924979",,,"CP021202,CP021203,CP021204,CP021205,CP021206",,"The First Affiliated Hospital, School of Medicine, Zhejiang University",,"PacBio","204.0x","SmrtPipe v. 2.3.0",1,4,5,5628524,50.54,5934,5805,,"blood","isolated from a patient with bloodstream infection","2014-09-06","China","China:Jining",,,,,,"Human, Homo sapiens",,,"bloodstream infection",,,,,,,,,,,,,,,,"This is a genome of Escherichia coli strain Z1002, isolated from a patient with bloodstream infection. This strain is capable of coproducing MCR-1 and NDM-1.","collected_by:Affiliated Hospital of Jining Medical University, China",99.7,98.7,100,0.7,,"Good","2017-05-29T21:50:28.706Z","2017-05-29T21:50:28.706Z"
"562.16466","Escherichia coli strain 5CRE51",,562,"Complete","5CRE51",,,,"MLST.Escherichia_coli_1.617,MLST.Escherichia_coli_2.741",,,,"2017-05-16T00:00:00Z",,"PRJNA384104","SAMN06828737",,,"CP021175,CP021176,CP021177",,"Centers for Disease Control, Tawian",,"PacBio","100x","Celera Assembler v. HGAP3",1,2,3,5256426,50.62,5520,5370,,"urine",,"2016-01","Taiwan","Taiwan: Tainan",,,,,,"Human, Homo sapiens",,,"Urinary tract infection",,,,"Susceptible;Resistant;Not defined","AMR Panel",,,,,,,,,,,"Investigation of colistin resistance gene mcr-1 in clinical isolate","collected_by:Centers for Disease Control, Taiwan",100,98.8,100,0.7,,"Good","2017-05-29T21:49:58.580Z","2017-05-29T21:49:58.580Z"
"562.16467","Escherichia coli strain strain Z247",,562,"Complete","strain Z247",,,,"MLST.Escherichia_coli_1.131,MLST.Escherichia_coli_2.9",,,,"2017-05-16T00:00:00Z","27506685","PRJNA386074","SAMN06925129",,,"CP021207,CP021208,CP021209,CP021210",,"The First Affiliated Hospital, School of Medicine, Zhejiang University",,"PacBio","165.0x","SmrtPipe v. 2.3.0",1,3,4,5400073,50.4,5662,5511,,"blood","isolated from a patient with bloodstream infection","2015-09-11","China","China:Hefei",,,,,,"Human, Homo sapiens",,,"bloodstream infection",,,,,,,,,,,,,,,,"This is a genome of Escherichia coli strain Z2474, isolated from a patient with bloodstream infection. This strain is capable of coproducing MCR-1 and NDM-1.","collected_by:Anhui Provincial Hospital, China",99.9,99,100,0.4,,"Good","2017-05-29T21:51:10.012Z","2017-05-29T21:51:10.012Z"
"562.16499","Escherichia coli strain WI1 isolate",,562,"Complete","WI1 isolate",,,,"MLST.Escherichia_coli_1.1288,MLST.Escherichia_coli_2.2",,,,"2017-04-20T00:00:00Z",,"PRJEB18462","SAMEA19195168",,,"LT838196,LT838197,LT838198,LT838199",,"CHU Clermont-ferrand",,,,,1,3,4,5008891,50.79,5019,4862,,"clinical isolate",,"2016",,,,,,,,"Human, Homo sapiens",,,,,,"host_health_state:diseased",,,,,,,,,,,,,"The spread of mcr-1-encoding plasmids into carbapenem-resistant Enterobacteriaceae raises concern about the emergence of untreatable bacteria. We report the acquisition of mcr-1 in a carbapenem resistant E. coli after a 3-week course of colistin in a patient repatriated to France from Portugal.",,99.6,98.9,100,,,"Good","2017-05-30T19:40:30.381Z","2017-05-30T19:40:30.381Z"
"562.17359","Escherichia coli strain 81009",,562,"Complete","81009","O25b:H4",,"ExPEC","MLST.Escherichia_coli_1.131",,,,"2017-05-24T00:00:00Z",,"PRJNA383781","SAMN06808253",,,"CP021179,CP021180",,"Arsanis Biosciences GmbH",,"PacBio","275.0x","Celera Assembler v. HGAP4",1,1,2,5147804,50.8,5116,4822,,"urine",,"25-Oct-2009","United Arab Emirates","United Arab Emirates: Tawam Hospital, Al Ain",,,,,,"Human, Homo sapiens","male","76","Bacteriuria",,,,"Susceptible;Resistant","AMR Panel",,,,,,,,,,,"Finished quality genome assembly of Escherichia coli 81009, an ST131-O25b:H4 prototype with multi-drug resistance phenotype","collected_by:Sylvia El Kurdi",99.8,98.2,100,,,"Good","2017-07-21T20:56:47.486Z","2017-07-21T20:56:47.486Z"
"562.17710","Escherichia coli strain EC974",,562,"Complete","EC974",,,,"MLST.Escherichia_coli_1.219,MLST.Escherichia_coli_2.867",,,,"2017-06-15T00:00:00Z",,"PRJNA389338","SAMN07192703",,,"CP021840,CP021841,CP021842,CP021843",,"National Yang Ming University",,"PacBio","143.0x","HGAP version 3.0 v. 3.0",1,3,4,5457692,50.53,5577,5480,,"urine; urinary tract infection",,"2007-08-24","Taiwan","Taiwan",,,,,,"Human, Homo sapiens",,,"Urinary Tract Infection",,,,,,,,,,,,,,,,"EC974 and EC1515 were isolated from a patient with recurrent urinary tract infection","collected_by:National Cheng Kung University Hospital",99.8,98.4,100,0.7,,"Good","2017-07-22T19:25:44.616Z","2017-07-22T19:25:44.616Z"
"562.17711","Escherichia coli strain EC1515",,562,"Complete","EC1515",,,,"MLST.Escherichia_coli_1.219,MLST.Escherichia_coli_2.867",,,,"2017-06-15T00:00:00Z",,"PRJNA389338","SAMN07192704",,,"CP021844,CP021845,CP021846,CP021847",,"National Yang Ming University",,"PacBio","193.0x","HGAP v. 3.0",1,3,4,5468903,50.55,5590,5492,,"urine; urinary tract infection",,"2007-12-10","Taiwan","Taiwan",,,,,,"Human, Homo sapiens",,,"Urinary Tract Infection",,,,,,,,,,,,,,,,"EC974 and EC1515 were isolated from a patient with recurrent urinary tract infection","collected_by:National Cheng Kung University Hospital",99.8,98.3,100,0.7,,"Good","2017-07-22T19:25:47.950Z","2017-07-22T19:25:47.950Z"
"562.17734","Escherichia coli strain M160133",,562,"Complete","M160133",,,,"MLST.Escherichia_coli_1.1485,MLST.Escherichia_coli_2.731",,,,"2017-07-03T00:00:00Z",,"PRJNA391721","SAMN07273977",,,"CP022164,CP022165,CP022166,CP022167",,"New York Medical College",,"Illumina MiSeq; PacBio","100.0x","SPAdes v. v3.5.0; HGAP Assembly v. v3",1,3,4,5477301,50.27,5636,5474,,"urine",,"2016-11-13","United States","USA: New York",,,,,,"Human, Homo sapiens",,,"Asymptomatic UTI",,,,,,,,,,,,,,,,"Escherichia coli harboring mcr-1 on an IncHI2 plasmid in a New York patient returning from Portugal, 2016","collected_by:Guiqing Wang",99.9,98.6,100,,,"Good","2017-07-23T04:28:36.316Z","2017-07-23T04:28:36.316Z"
"562.17735","Escherichia coli strain FORC_043",,562,"Complete","FORC_043",,,,"MLST.Escherichia_coli_1.678,MLST.Escherichia_coli_2.290",,,,"2017-07-05T00:00:00Z",,"PRJNA338095","SAMN05520965",,,"CP016828",,"Seoul National University",,"PacBio","124.49x","PacBio SMRT Analysis v. 2.3.0",1,,1,5244443,50.75,5334,5328,,"Human Stool","isolated from stool of foodborne poisoning patient in South Korea","2008-06-03","South Korea","South Korea: Gyeonggi-do",,,,,,"Human, Homo sapiens",,,"Not reported",,,,,,,,,,,,,,,,"Enterohaemorrhagic Escherichia coli is one of the well-known food-borne pathogen. It was isolated from stool of foodborne poisoning patient in South Korea.","collected_by:Korea Center for Disease Control and Prevention",99.9,99.1,100,,,"Good","2017-07-23T04:49:19.246Z","2017-07-23T04:49:19.246Z"
"562.19158","Escherichia coli strain PA45B",,562,"Complete","PA45B","O2:K1:H7",,,"MLST.Escherichia_coli_1.95,MLST.Escherichia_coli_2.1",,,,"2017-09-05T00:00:00Z",,"PRJNA385892","SAMN06920354","GCA_002285755.1",,"CP021288,CP021289",,"University of Queensland",,"PacBio","120.0x","HGAP v. 2.0",1,1,2,5221926,50.52,5243,4883,,,,"2010","Australia","Australia: Brisbane",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Uropathogenic Escherichia coli (UPEC) are responsible for the majority of urinary tract infections (UTIs). UPEC strains possess an array of virulence-associated factors that aid in their colonization, survival and persistence in the urinary tract. One such factor is the polysaccharide K capsule, which provides protection against host innate immune factors. Among the different K capsule types, the K1 serotype is strongly associated with UPEC strains that cause UTI, bloodstream infections and meningitis. In this study, we employed a combination of a lytic K1 capsule-specific phage, saturated Tn5 transposon mutagenesis, and high-throughput transposon directed insertion-site sequencing (TraDIS) to identify genes associated with K1 capsule production in the clinical urosepsis isolate PA45B.","sample_type:whole organism",99.8,99,100,,,"Good","2017-09-28T21:52:15.495Z","2017-09-28T21:52:15.495Z"
"562.19192","Escherichia coli strain ETEC-2265",,562,"Complete","ETEC-2265",,,,"MLST.Escherichia_coli_1.443,MLST.Escherichia_coli_2.5",,,,"2017-09-14T00:00:00Z",,"PRJNA398221","SAMN07503734","GCA_002302315.1",,"CP023346,CP023347,CP023348",,"Karolinska Institutet",,"PacBio","596x","HGAP3 v. 3",1,2,3,5319464,50.64,5631,5512,,"Diarrheal stool",,"22-Mar-2006","Bangladesh","Bangladesh: Dhaka",,,,,,"Human, Homo sapiens",,,"Secretory diarrhea",,,,,,,,,,,,,,,,"Genomic comparison of Enterotoxigenic E. coli collected from diarrheal stool in Dhaka, Bangladesh 2006.","collected_by:Asa Sjoling",100,99.1,100,,,"Good","2017-09-28T23:33:27.926Z","2017-09-28T23:33:27.926Z"
"562.19193","Escherichia coli strain ETEC-2264",,562,"Complete","ETEC-2264",,,,"MLST.Escherichia_coli_1.5305",,,,"2017-09-14T00:00:00Z",,"PRJNA398221","SAMN07503733","GCA_002302335.1",,"CP023349,CP023350,CP023351,CP023352",,"Karolinska Institutet",,"PacBio","894x","HGAP3 v. 3",1,3,4,5207995,50.69,5464,5356,,"Diarrheal stool",,"21-Mar-2006","Bangladesh","Bangladesh: Dhaka",,,,,,"Human, Homo sapiens",,,"Secretory diarrhea",,,,,,,,,,,,,,,,"Genomic comparison of Enterotoxigenic E. coli collected from diarrheal stool in Dhaka, Bangladesh 2006.","collected_by:Asa Sjoling",100,98.9,100,,,"Good","2017-09-28T23:33:17.395Z","2017-09-28T23:33:17.395Z"
"562.19574","Escherichia coli strain FORC_044",,562,"Complete","FORC_044","O157:H7",,,"MLST.Escherichia_coli_1.11,MLST.Escherichia_coli_2.822",,,,"2017-07-17T00:00:00Z",,"PRJNA330605","SAMN05417814","GCA_002220265.1",,"CP016755,CP018625,CP018626",,"Food-borne Pathogen Omics Research Center, FORC",,"PacBio","111.79","PacBio SMRT Analysis v. 2.3.0",1,2,3,5703173,50.5,6094,5892,,"Stool",,"2015-03-09","South Korea","South Korea: Seoul",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Complete genome sequence of Escherichia coli FORC_044","collected_by:Ministry of Food and Drug Safety, Republic of Korea",99.9,98.2,100,1.2,,"Good","2017-09-29T15:34:51.371Z","2017-09-29T15:34:51.371Z"
"562.20517","Escherichia coli strain FDAARGOS_401",,562,"Complete",,"O104:H4",,,"MLST.Escherichia_coli_1.678,MLST.Escherichia_coli_2.290",,"FDA:FDAARGOS_401",,"2017-09-28T00:00:00Z",,"PRJNA231221","SAMN07312445","GCA_002393465.1",,"CP023531,CP023530",,"US Food and Drug Administration",,"PacBio; Illumina","15.54x","SMRT v. 2.3.0, HGAP v. 3",1,1,2,5387375,50.67,5705,5574,,"stool",,"2009","Georgia","Georgia",,,,,,"Human, Homo sapiens",,,"Bloody diarrhea",,,,,,,,,,,,,,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally: •Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. •Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and Pac Biosequencing platforms at the Institute for Genome Sciences disclaimer icon at the University of Maryland (UMD-IGS). •Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases. The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.","collected_by:USAMRIID < CDC",100,99,100,,,"Good","2017-11-23T02:37:28.877Z","2017-11-23T02:37:28.877Z"
"562.22306","Escherichia coli strain FDAARGOS_433",,562,"Complete",,,,,"MLST.Escherichia_coli_1.410,MLST.Escherichia_coli_2.471",,"FDA:FDAARGOS_433",,"2017-10-18T00:00:00Z",,"PRJNA231221","SAMN07312477","GCA_002589795.1",,"CP023899,CP023903,CP023901,CP023895,CP023896,CP023897,CP023905,CP023900,CP023898,CP023904,CP023902",,"US Food and Drug Administration",,"PacBio; Illumina","16.09x","SMRT v. 2.3.0, HGAP v. 3, SPAdes v. 3.6.0",1,10,11,5121856,50.57,5427,5288,,"Rectal",,"2015-12","Canada","Canada:BC",,,,,,"Human, Homo sapiens",,,"Screening",,,"host_description:Not applicable",,,,,,,,,,,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally: •Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. •Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and Pac Biosequencing platforms at the Institute for Genome Sciences disclaimer icon at the University of Maryland (UMD-IGS). •Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases. The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.","collected_by:BC Centre for Disease Control",99.3,97.9,100,0.4,,"Good","2017-11-24T16:43:27.357Z","2017-11-24T16:43:27.357Z"
